Feature	rank_it_0	rank_it_1	rank_it_2	rank_it_3	rank_it_4	rank_it_5	rank_it_6	rank_it_7	rank_it_8	rank_it_9
FAM65A_chr16:67544955-67545117	236	104	346	93	329	301	323	76	370	178
ARHGAP17_chr16:24939363-24939597	717	430	277	647	518	469	519	658	389	514
MACF1_chr1:39480919-39481030	576	585	659	687	408	536	597	358	367	604
PFAS_chr17:8265287-8265468	621	456	624	370	589	709	435	409	669	514
ARL16_chr17:81683012-81683126	277	352	351	274	258	298	519	428	435	313
NF1_chr17:31252937-31253000	1	1	2	1	1	1	1	1	1	1
PCYT2_chr17:81907203-81907257	479	290	375	602	277	536	317	474	382	309
TRIM37_chr17:59001597-59001714	300	480	374	476	285	508	329	509	413	476
MPDU1_chr17:7586691-7586777	484	520	496	518	715	308	500	272	397	593
NRDC_chr1:51819799-51819873	90	34	37	36	30	40	56	50	46	33
PLOD1_chr1:11957841-11957943	22	38	29	1	30	25	22	25	17	27
FOXK2_chr17:82595781-82596191	1	1	1	1	1	2	2	1	1	1
TUFT1_chr1:151562090-151562165	1	1	1	1	1	1	1	1	1	1
CCDC57_chr17:82179026-82179189	348	520	451	647	589	477	416	441	605	444
MFSD2A_chr1:39966600-39966691	621	434	468	201	621	452	363	381	322	468
MFSD2A_chr1:39966810-39966932	2	2	2	11	2	18	1	12	1	1
MFSD2A_chr1:39967085-39967169	354	389	174	388	337	265	277	401	336	463
MXRA7_chr17:76683846-76683927	83	20	29	49	25	42	18	30	44	24
SPAG9_chr17:50975862-50975901	190	334	324	264	416	252	251	467	669	372
ACSF2_chr17:50461241-50461355	1	1	1	1	1	1	1	1	1	1
G6PC3_chr17:44074968-44075087	110	62	100	96	85	64	98	88	161	142
TXNL4A_chr18:79976717-79976787	211	152	426	225	422	153	294	390	524	483
INO80C_chr18:35480452-35480563	1	1	1	1	1	1	1	1	1	1
INO80C_chr18:35479299-35479411	1	1	1	1	1	1	1	1	1	1
TYMS_chr18:669071-669173	26	79	21	34	41	35	28	38	24	12
EVI5L_chr19:7857091-7857124	379	716	338	405	306	564	339	570	181	604
LBR_chr1:225410290-225410416	1	1	1	2	2	2	1	2	1	1
TEAD2_chr19:49357251-49357314	382	283	588	474	589	286	597	451	524	569
MKNK2_chr19:2046185-2046283	424	551	522	202	284	671	597	658	560	540
ADGRL1_chr19:14164620-14164705	196	127	143	148	67	54	45	142	171	108
DNM2_chr19:10796060-10796199	326	323	422	299	344	441	274	232	155	315
DNM2_chr19:10808568-10808580	660	475	342	715	655	671	489	570	669	709
BORCS8-MEF2B_chr19:19180685-19180761	524	328	293	299	210	448	264	259	205	424
MYO9B_chr19:17180926-17181040	364	478	210	402	325	317	519	570	301	327
EPN1_chr19:55677549-55677734	15	20	17	28	35	60	31	25	41	24
ENSG00000268362_chr19:24048936-24049014	660	635	588	647	589	599	519	570	524	637
GPI_chr19:34399206-34399335	208	153	175	115	271	200	168	200	252	220
LSR_chr19:35262545-35262692	19	29	17	15	21	31	3	21	29	27
CARM1_chr19:10921374-10921443	660	585	554	413	196	671	597	407	282	569
TRIP10_chr19:6746028-6746196	309	491	223	253	204	400	294	326	493	349
POP4_chr19:29608656-29608709	15	4	2	11	3	21	10	12	15	7
SPINT2_chr19:38283626-38283797	524	419	659	602	559	536	502	480	322	514
GYS1_chr19:48982719-48982837	227	224	151	145	133	225	143	77	158	113
RALY_chr20:34077027-34077245	1	1	1	1	1	1	1	1	1	1
LSM14B_chr20:62130218-62130296	717	418	522	455	336	315	651	509	669	294
DNMT3B_chr20:32805337-32805407	250	320	185	223	210	358	225	227	203	169
DNMT3B_chr20:32806208-32806327	621	299	522	470	261	290	259	229	276	196
CDS2_chr20:5185757-5185826	717	520	588	647	655	599	702	509	715	709
TCEA2_chr20:64068046-64068134	524	383	464	492	391	485	302	509	388	491
CDC45_chr22:19507765-19507864	44	86	42	52	106	56	56	41	78	66
ADARB1_chr21:45118563-45118619	232	281	270	251	384	414	391	393	348	604
AP1B1_chr22:29329711-29329720	85	66	138	75	80	96	79	72	72	99
USP18_chr22:18173149-18173281	143	172	272	114	96	236	373	385	198	225
LAS1L_chrX:65533609-65533735	68	92	78	63	89	53	69	102	64	60
ZFX_chrX:24151690-24151800	1	1	1	1	1	1	1	1	1	1
ARMCX5-GPRASP2_chrX:102601463-102601509	469	486	361	302	589	241	597	432	318	709
CD99L2_chrX:150828305-150829604	390	262	499	498	458	701	421	509	342	392
ACOT9_chrX:23734340-23734367	40	54	48	44	46	81	40	59	57	67
ATRX_chrX:77717130-77717243	1	26	29	34	17	44	40	29	33	34
CASK_chrX:41555599-41555635	95	156	114	74	76	61	55	110	66	149
ATP11C_chrX:139731650-139731755	621	716	659	647	548	671	321	388	490	293
ATG9A_chr2:219213007-219213065	140	353	237	181	344	191	137	176	232	213
ABCB6_chr2:219213007-219213065	182	228	116	168	126	189	65	164	113	333
INPP4A_chr2:98548954-98548969	1	1	1	1	1	1	1	1	1	1
MYO1B_chr2:191400748-191400835	351	304	588	195	184	247	230	266	292	176
MYO1B_chr2:191402631-191402718	693	551	471	647	621	638	651	717	715	604
ITGA6_chr2:172501771-172501901	693	585	500	478	394	419	702	353	261	637
IFT172_chr2:27445744-27445843	524	330	624	309	466	329	308	338	385	230
MLPH_chr2:237534563-237534647	115	412	281	116	96	116	87	92	151	223
SEPT10_chr2:109564365-109564534	1	1	1	1	1	1	1	2	1	1
DGKD_chr2:233468422-233468553	494	375	380	518	466	465	384	457	393	540
DTYMK_chr2:241680228-241680319	406	585	393	647	478	438	597	570	524	514
NPAS2_chr2:100937752-100937842	54	36	22	44	44	28	163	32	21	32
CCDC88A_chr2:55303068-55303152	173	186	233	206	412	467	177	172	265	134
KANSL3_chr2:96615491-96615544	1	1	1	1	1	1	1	1	1	1
RTKN_chr2:74439550-74439977	391	520	659	647	462	564	402	467	372	455
MBNL1_chr3:152446703-152446757	221	141	265	156	256	99	150	412	131	100
MBNL1_chr3:152455541-152455577	1	1	1	1	1	1	1	1	1	1
MAGI1_chr3:65448021-65448057	112	108	85	85	153	82	113	141	189	82
NBEAL2_chr3:46992474-46992555	693	254	659	314	236	301	365	211	467	330
TPRA1_chr3:127575184-127575265	524	585	659	647	589	709	597	690	605	709
FLNB_chr3:58141857-58141896	621	585	522	279	420	267	456	330	560	249
PLOD2_chr3:146077861-146077924	1	1	1	1	1	1	1	1	1	1
TBC1D23_chr3:100311832-100311877	317	520	480	336	686	701	651	509	208	569
CRBN_chr3:3152455-3152587	58	66	103	39	113	102	96	89	92	143
SLC12A8_chr3:125088309-125088370	244	585	459	433	357	227	438	293	377	540
CTDSPL_chr3:37957110-37957143	99	69	130	141	139	123	114	98	136	75
ENAH_chr1:225504990-225505053	63	31	35	37	26	35	18	56	21	57
RUBCN_chr3:197691073-197691148	87	83	139	90	74	76	85	110	64	54
GOLGB1_chr3:121719645-121719753	576	688	659	575	686	290	597	439	715	408
CLCN3_chr4:169717791-169717867	576	551	588	647	589	671	651	658	390	465
USO1_chr4:75795335-75795356	289	626	216	319	589	709	597	415	420	593
CCDC50_chr3:191375061-191375589	96	106	77	125	56	87	81	72	81	114
CGN_chr1:151535599-151535683	249	551	554	418	423	729	495	421	715	665
FAM13A_chr4:88737471-88737555	460	716	236	332	324	379	351	344	478	285
RAPGEF2_chr4:159351058-159351181	406	151	417	348	448	452	468	347	247	287
LIMCH1_chr4:41638931-41638967	1	7	9	2	1	8	3	1	1	1
LIMCH1_chr4:41670717-41670792	322	425	390	420	264	671	409	426	524	709
ADD1_chr4:2909338-2909431	126	416	274	163	157	114	208	107	110	193
SEC31A_chr4:82842184-82842481	1	1	1	1	1	1	1	1	1	1
GALNT7_chr4:173297794-173297977	128	271	190	159	194	110	171	153	172	404
GALNT7_chr4:173298114-173298297	403	194	359	365	303	406	437	321	196	202
WDFY3_chr4:84726860-84726911	621	494	659	647	457	536	597	305	669	604
FAT1_chr4:186590367-186590403	5	7	2	6	2	2	2	7	14	2
SMYD2_chr1:214305186-214305250	428	585	498	518	518	408	468	509	313	488
BRD9_chr5:868606-869119	257	275	497	230	157	305	202	185	374	246
SH3TC2_chr5:149012583-149012734	693	520	289	518	327	352	286	658	669	393
ANXA6_chr5:151110626-151110644	660	585	522	544	655	536	459	391	669	637
SLC22A5_chr5:132390775-132390904	77	85	252	78	92	181	116	163	83	74
BRD8_chr5:138164086-138164133	242	190	154	140	263	135	124	191	149	364
CAST_chr5:96726793-96726859	576	716	686	602	346	671	457	295	524	665
ENSG00000272869_chr5:112864620-112864732	524	379	258	380	387	486	262	658	340	405
RAPGEF6_chr5:131450022-131450046	365	420	114	198	191	501	167	118	257	158
MRPL2_chr6:43056080-43056196	163	199	256	155	196	175	267	180	218	181
MRPL2_chr6:43055896-43056007	86	160	123	183	210	216	110	117	59	110
EPB41_chr1:29097806-29097935	504	716	588	647	686	638	702	717	715	451
RNF146_chr6:127282286-127282395	693	551	309	575	589	377	519	509	412	514
CLSTN1_chr1:9737497-9737554	234	266	205	180	225	224	306	358	483	212
PRR3_chr6:30561327-30561508	400	387	378	467	306	476	292	570	485	637
KIF13A_chr6:17771113-17771218	524	340	251	575	715	536	372	482	605	464
CAP2_chr6:17507640-17507650	192	99	183	103	99	91	103	127	101	76
PPOX_chr1:161168431-161168576	576	358	691	231	589	599	440	570	178	514
PPOX_chr1:161168992-161169183	1	1	1	1	1	1	1	1	1	1
ARHGEF11_chr1:156938417-156938513	142	303	311	460	396	151	189	420	195	676
HERPUD2_chr7:35673200-35673278	332	366	196	544	188	332	256	339	361	335
HERPUD2_chr7:35670214-35670328	717	485	624	296	518	536	435	395	560	409
PDGFA_chr7:500430-500499	1	1	1	1	1	1	1	1	1	1
OSBPL3_chr7:24863199-24863292	1	1	1	1	1	1	1	1	1	1
CSF1_chr1:109923165-109923711	318	235	385	410	229	211	651	616	197	470
IFT22_chr7:101318955-101319032	266	346	267	371	358	380	312	372	432	280
SUN1_chr7:848417-848615	368	176	318	485	364	564	303	334	406	435
AKAP9_chr7:92042045-92042186	1	2	1	1	1	1	1	1	2	1
RNF216P1_chr7:4986566-4986631	1	1	1	1	1	1	1	1	1	1
COG5_chr7:107283570-107283732	717	688	717	647	655	729	702	717	715	637
COG5_chr7:107281299-107281399	423	467	494	415	418	455	546	258	464	569
RBPMS_chr8:30561943-30562149	193	520	314	280	303	381	137	300	299	347
TACC1_chr8:38823989-38824025	1	1	1	1	1	1	1	1	1	1
LRRC14_chr8:144518748-144518815	235	399	180	544	245	491	519	658	326	251
INTS9_chr8:28846746-28846809	195	126	133	193	270	154	271	79	257	175
TNFRSF10A_chr8:23200504-23200600	1	1	1	1	1	1	1	1	1	1
SCRIB_chr8:143807551-143807614	119	100	45	118	54	125	67	115	68	89
DNM1_chr9:128247923-128247935	240	75	157	469	128	352	85	156	146	150
TBC1D13_chr9:128790734-128790775	477	391	471	324	589	382	546	314	402	278
CARD19_chr9:93111878-93111938	484	425	354	518	589	426	651	570	438	407
MRPS15_chr1:36460691-36460776	46	80	56	42	50	75	67	69	59	44
COL5A1_chr9:134814796-134814904	1	1	1	1	1	2	1	1	1	1
FNBP1_chr9:129915965-129915980	2	1	1	1	1	1	2	1	1	2
PLAA_chr9:26917096-26917165	188	129	95	92	172	564	60	85	100	104
TCF7L2_chr10:113159919-113159992	1	1	1	1	1	1	1	1	1	1
TCF7L2_chr10:113160618-113160691	477	326	717	602	548	628	405	362	485	569
MYOF_chr10:93392916-93392955	660	236	169	379	177	230	334	290	233	450
FGFR2_chr10:121518681-121518829	19	33	17	24	21	25	13	25	6	19
NCOA4_chr10:46009410-46009551	524	454	370	374	311	363	702	319	396	388
SLK_chr10:104010815-104010908	353	408	454	329	425	377	597	570	524	232
OPTN_chr10:13108137-13108289	340	464	659	399	493	394	359	509	334	431
OPTN_chr10:13108961-13109015	351	520	401	518	382	371	519	345	473	514
KIAA1217_chr10:24542692-24542770	1	1	2	6	1	2	1	2	1	2
ZDHHC16_chr10:97453798-97453846	322	348	382	575	481	472	447	293	422	446
ARNT_chr1:150842423-150842468	7	12	5	15	21	21	2	2	3	2
RAB18_chr10:27531528-27531615	120	102	70	80	102	93	91	75	99	141
ATP5C1_chr10:7806973-7807010	439	337	428	427	518	437	519	658	237	411
SLC37A2_chr11:125086203-125086260	19	20	92	24	7	25	7	31	48	122
PICALM_chr11:85978069-85978093	48	58	89	86	43	56	58	63	39	72
PICALM_chr11:85976622-85976682	53	88	134	76	175	108	71	74	71	79
PPFIA1_chr11:70382087-70382158	139	83	164	127	94	115	117	207	104	91
NAV2_chr11:20051288-20051333	26	16	42	44	11	28	21	21	21	12
ARHGAP1_chr11:46682050-46682182	479	237	588	427	317	268	519	458	199	469
CTNND1_chr11:57789036-57789155	1	1	1	1	1	1	1	1	1	1
CTNND1_chr11:57791493-57791673	38	57	51	56	50	45	42	63	70	46
YAP1_chr11:102209516-102209564	388	174	284	267	155	564	239	288	341	244
MARK2_chr11:63890221-63890295	374	289	522	362	589	671	378	509	266	514
APLP2_chr11:130123611-130123779	7	7	17	19	15	14	3	28	11	19
SLC37A4_chr11:119028734-119028834	183	120	167	84	83	84	133	108	137	85
S100A4_chr1:153545469-153545518	1	1	1	1	1	1	1	1	1	1
